barcode,array_id,rna_in_array,rna_in_labeling_reaction,tissue_sample_id,structure,rna_integrity_number,donor,download_link
252491511152_2_1,121063611,600,5,12837,layer IIIu of area 35c,,H376.IV.02,/api/v2/well_known_file_download/149124173
252491511269_2_1,147803970,600,5,127424205,inner SZ in superolateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815670
252491511322_2_4,147806916,600,5,127434771,olfactory bulb,,H376.IIIB.02,/api/v2/well_known_file_download/147825869
252491511212_1_4,147803994,600,5,127401365,red nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147815042
252491511175_1_2,127366691,600,5,113221597,inner CP in posterosuperior (dorsal) parietal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206543
252491511266_2_2,147803600,600,5,127407360,SP in lateral temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815624
252491511212_2_4,147804108,600,5,113221975,peripheral portion of GPi,,H376.IIIA.02,/api/v2/well_known_file_download/147815050
252491511090_1_1,127366434,600,5,113221385,IZ in caudal cingulate cortex,,H376.IV.03,/api/v2/well_known_file_download/149206216
252491511155_1_3,121063599,600,5,12833,medial parabrachial nucleus,,H376.IV.02,/api/v2/well_known_file_download/149124203
252491511181_1_4,114245718,600,5,12116,inner SZ in posteror frontal cortex (motor cortex),,H376.IV.02,/api/v2/well_known_file_download/121059701
252491511272_2_3,147806606,600,5,127433768,"substantia nigra, reticular part",,H376.IIIB.02,/api/v2/well_known_file_download/147820293
252491511205_1_2,147805078,600,5,127407332,facial nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147817447
252491511168_2_1,114245623,600,5,12075,parafascicular nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/121059779
252491511214_1_3,147803094,600,5,113221815,medial septal nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147815072
252491510955_1_4,146036901,600,5,113221436,caudal ganglionic eminence,,H376.IV.03,/api/v2/well_known_file_download/146039579
252491511213_1_3,147804271,600,5,127408509,basolateral nucleus (basal nucleus),,H376.IIIA.02,/api/v2/well_known_file_download/147815056
252491511289_1_2,147807907,600,5,127434667,upper (rostral) rhombic lip,,H376.IIIB.02,/api/v2/well_known_file_download/147825559
252491511252_2_1,147805812,600,5,127409063,SP in posteror frontal cortex (motor cortex),,H376.IIIB.02,/api/v2/well_known_file_download/147820156
252491511317_2_2,147807598,600,5,127434408,outer SZ in caudal midinferior temporal cortex (area TF),,H376.IIIB.02,/api/v2/well_known_file_download/147825785
252491511322_2_3,147807592,600,5,127434408,outer SZ in caudal midinferior temporal cortex (area TF),,H376.IIIB.02,/api/v2/well_known_file_download/147825867
252491511204_2_2,147804945,600,5,127424258,SP in midlateral extrastriate cortex (area 19),,H376.IIIA.02,/api/v2/well_known_file_download/147817439
252491511057_1_4,121080583,600,5,113220523,SG in temporal polar cortex,,H376.IV.03,/api/v2/well_known_file_download/149195948
252491511230_1_2,147806317,600,5,127426823,ventral medial nucleus of thalamus,,H376.IIIB.02,/api/v2/well_known_file_download/147819945
252491511158_2_2,114245806,600,5,12143,lateral nucleus,,H376.IV.02,/api/v2/well_known_file_download/121059863
252491510933_2_3,147804987,600,5,127408926,outer CP in dorsomedial extrastriate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817217
252491510954_1_4,146036986,600,5,11993,SP in rostral cingulate cortex,,H376.IV.02,/api/v2/well_known_file_download/146038897
252491511166_2_2,121063388,600,5,12131,ventral lateral nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/149124299
252491511164_1_3,114245466,600,5,12131,ventral lateral nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/121059837
252491511312_1_3,147807728,600,5,127434514,raphe magnus nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825705
252491511473_1_2,147807963,600,5,127434698,inner CP in dorsomedial extrastriate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825931
252491511135_1_2,121063954,600,5,12952,inner CP in primary visual cortex,,H376.IV.02,/api/v2/well_known_file_download/149123859
252491511196_1_2,147805198,600,5,127407484,caudal prosubiculum,,H376.IIIA.02,/api/v2/well_known_file_download/147817367
252491511052_1_2,121081310,600,5,113220695,IZ in dorsomedial frontal cortex,,H376.IV.03,/api/v2/well_known_file_download/149195873
252491511324_1_3,147806904,600,5,127374039,inner CP in dorsolateral prefrontal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825891
252491511259_1_2,147803322,600,5,113221894,layer I of piriform cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815503
252491511104_2_1,147805474,600,5,127402905,inner CP in caudal midinferior temporal cortex (area TF),,H376.IIIA.02,/api/v2/well_known_file_download/147817245
252491511315_2_1,147807299,600,5,127433876,granular layer of rostral dentate gyrus,,H376.IIIB.02,/api/v2/well_known_file_download/147825751
252491511054_1_1,121081182,600,5,113220666,IZ in midcingulate cortex,,H376.IV.03,/api/v2/well_known_file_download/149195904
252491511108_1_2,127366084,600,5,113220953,MZ in granular insular cortex,,H376.IV.03,/api/v2/well_known_file_download/149206339
252491511275_1_2,147805866,600,5,127409101,inner CP in posteror frontal cortex (motor cortex),,H376.IIIB.02,/api/v2/well_known_file_download/147820332
252491511280_2_4,147805860,600,5,127409101,inner CP in posteror frontal cortex (motor cortex),,H376.IIIB.02,/api/v2/well_known_file_download/147820367
252491511199_2_2,114245790,600,5,12055,IZ in midcingulate cortex,,H376.IV.02,/api/v2/well_known_file_download/121059937
252491511107_2_2,147805536,600,5,113221988,inner CP in primary somatosensory cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817295
252491511171_2_4,114245602,600,5,12068,layer III of rostral entorhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059723
252491511262_1_1,147803962,600,5,127401200,inner SZ in posteroinferior (ventral) parietal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815550
252491511152_1_2,121063602,600,5,12834,nucleus coeruleus,,H376.IV.02,/api/v2/well_known_file_download/149124167
252491511107_2_3,147805336,600,5,127401284,outer CP in superolateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817297
252491511107_1_2,147804645,600,5,13375,outer SZ in ventrolateral prefrontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817287
252491511325_2_3,147805800,600,5,127409133,inner SZ in orbital frontal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820451
252491511265_2_4,147802966,600,5,13379,dorsorostral division of MFC (area 32),,H376.IIIA.02,/api/v2/well_known_file_download/147815612
252491511214_2_4,147804034,600,5,127402580,inner SZ in midlateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815082
252491511142_1_1,121063867,600,5,12922,SZ in medial temporal-occipital cortex,,H376.IV.02,/api/v2/well_known_file_download/149124018
252491511264_1_2,147803150,600,5,113221855,medial portion of the shell,,H376.IIIA.02,/api/v2/well_known_file_download/147815584
252491511472_1_3,147807758,600,5,127434522,ventricular (matrix) zone of pons,,H376.IIIB.02,/api/v2/well_known_file_download/147825917
252491511311_2_2,147807159,600,5,127434788,anteroventral nucleus of thalamus,,H376.IIIB.02,/api/v2/well_known_file_download/147825695
252491511194_2_1,147804663,600,5,13378,rostral division of OFCi (area 11),,H376.IIIA.02,/api/v2/well_known_file_download/147817341
252491511205_2_2,147805608,600,5,127408493,SP in rostral midinferior temporal cortex (area 36),,H376.IIIA.02,/api/v2/well_known_file_download/147817455
252491511288_2_4,147808015,600,5,127434725,inner SZ in primary visual cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825555
252491511319_1_4,147808099,600,5,127434761,outer plexiform zone in extrastriate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825813
252491511161_2_2,121063827,600,5,12905,CP in retrosplenial cortex,,H376.IV.02,/api/v2/well_known_file_download/149124257
252491511265_2_2,147804207,600,5,113222028,anteroventral nucleus of thalamus,,H376.IIIA.02,/api/v2/well_known_file_download/147815608
252491511251_1_3,147806291,600,5,127426799,magnocellular division of VA,,H376.IIIB.02,/api/v2/well_known_file_download/147820097
252491511196_1_3,147805186,600,5,127408487,pontobulbar body,,H376.IIIA.02,/api/v2/well_known_file_download/147817369
252491511192_2_4,147805180,600,5,127408487,pontobulbar body,,H376.IIIA.02,/api/v2/well_known_file_download/147817315
252491511211_2_4,147804183,600,5,113222016,inner SZ in primary somatosensory cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815034
252491511257_2_2,147803681,600,5,127407439,upper (rostral) rhombic lip,,H376.IIIA.02,/api/v2/well_known_file_download/147815478
252491511175_2_3,127366252,600,5,113221076,outer CP in primary auditory cortex,,H376.IV.03,/api/v2/well_known_file_download/149206553
252491511100_1_4,127365590,600,5,12883,outer CP in caudal cingulate cortex,,H376.IV.02,/api/v2/well_known_file_download/149203516
252491511145_1_3,121063793,600,5,12883,outer CP in caudal cingulate cortex,,H376.IV.02,/api/v2/well_known_file_download/149124054
252491511145_1_2,121063791,600,5,12883,outer CP in caudal cingulate cortex,,H376.IV.02,/api/v2/well_known_file_download/149124052
252491511184_2_3,114245442,600,5,12046,internal segment of globus pallidus,,H376.IV.02,/api/v2/well_known_file_download/121059589
252491511252_2_2,147805744,600,5,127374031,IZ in frontal polar cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820163
252491511080_1_4,127366104,600,5,113220959,inner CP in granular insular cortex,,H376.IV.03,/api/v2/well_known_file_download/149206092
252491511079_1_3,127366681,600,5,113221543,outer CP in posterosuperior (dorsal) parietal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206069
252491510992_1_4,121080397,600,5,113220493,MZ in dysgranular insular cortex,,H376.IV.03,/api/v2/well_known_file_download/149195773
252491511284_2_3,147806662,600,5,127433866,inner CP in caudal perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820429
252491511170_1_4,114245551,600,5,12146,MZ in rostral perirhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059745
252491511283_2_3,147806122,600,5,127426581,nucleus subputaminalis,,H376.IIIB.02,/api/v2/well_known_file_download/147820413
252491511193_1_2,147805174,600,5,127407829,intercalated nucleus of medulla,,H376.IIIA.02,/api/v2/well_known_file_download/147817319
252491511263_2_4,147803274,600,5,113221782,LGE-VZ border region,,H376.IIIA.02,/api/v2/well_known_file_download/147815580
252491511476_2_2,147807943,600,5,127434677,outer CP in primary visual cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825987
252491511193_1_1,147805282,600,5,127407624,SP in caudal subicular cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817317
252491511313_2_3,147807018,600,5,127409986,VZ in septal region,,H376.IIIB.02,/api/v2/well_known_file_download/147825729
252491511273_1_3,147805920,600,5,127409986,VZ in septal region,,H376.IIIB.02,/api/v2/well_known_file_download/147820302
252491511110_1_2,127366282,600,5,113221086,SP in primary somatosensory cortex,,H376.IV.03,/api/v2/well_known_file_download/149206442
252491511474_2_2,147807652,600,5,127434463,CP in retrosplenial cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825955
252491511270_2_2,147806429,600,5,127426936,ventral lateral nucleus of thalamus,,H376.IIIB.02,/api/v2/well_known_file_download/147820258
252491511251_1_4,147806526,600,5,127427002,outer CP in posterosuperior (dorsal) parietal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820102
252491511170_2_3,114245560,600,5,12149,SP in perirhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059739
252491511101_1_4,121081054,600,5,113220618,"lateral hypothalamic area, tuberal part",,H376.IV.03,/api/v2/well_known_file_download/149196003
252491511140_2_3,121063475,600,5,12806,molecular layer of rostral subiculum,,H376.IV.02,/api/v2/well_known_file_download/149124014
252491511230_2_1,147806656,600,5,127433864,outer CP in caudal perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820005
252491511204_1_4,147805420,600,5,127401342,VZ in posterosuperior (dorsal) parietal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817435
252491511227_1_4,147806215,600,5,127426739,anterodorsal nucleus of thalamus,,H376.IIIB.02,/api/v2/well_known_file_download/147819880
252491511272_2_4,147806626,600,5,127433774,layer I of caudal entorhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820295
252491511194_1_2,147805456,600,5,127401082,medial nucleus of pulvinar,,H376.IIIA.02,/api/v2/well_known_file_download/147817335
252491511137_2_4,121063916,600,5,12937,outer CP in ventromedial extrastriate cortex,,H376.IV.02,/api/v2/well_known_file_download/149123967
252491511257_1_3,147804156,600,5,113221998,SP in granular insular cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815472
252491511166_1_2,114245647,600,5,12083,"periaqueductal gray substance, ventral portion",,H376.IV.02,/api/v2/well_known_file_download/121059803
252491510930_2_4,147804669,600,4,13388,IZ in orbital frontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817171
252491510930_1_4,147805632,600,5,127408515,lateral nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147817163
252491511130_1_3,121063521,600,5,12814,layer VI of caudal entorhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/149123877
252491511181_1_1,114245709,600,5,12113,SP in posteror frontal cortex (motor cortex),,H376.IV.02,/api/v2/well_known_file_download/121059707
252491510928_1_4,147805108,600,5,127407356,inner CP in lateral temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817147
252491511107_2_1,147805102,600,5,127407356,inner CP in lateral temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817293
252491511269_1_4,147803705,600,5,127407462,medial vestibular nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147815668
252491511258_2_1,147802886,600,5,13345,inner CP in frontal polar cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815492
252491511194_2_3,147805620,600,5,127408511,basomedial nucleus (accessory basal nucleus),,H376.IIIA.02,/api/v2/well_known_file_download/147817345
252491511158_1_2,114245784,600,5,12137,SG in primary somatosensory cortex,,H376.IV.02,/api/v2/well_known_file_download/121059869
252491511260_1_2,147804247,600,5,127408489,outer CP in (rostral) midinferior temporal cortex (area 36),,H376.IIIA.02,/api/v2/well_known_file_download/147815519
252491511052_1_1,121081191,600,5,113220668,SZ in midcingulate cortex,,H376.IV.03,/api/v2/well_known_file_download/149195871
252491511196_1_4,147805530,600,5,113221971,supraoptic nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147817371
252491511097_2_1,127366619,600,5,113221525,MZ in midlateral extrastriate cortex (area 19),,H376.IV.03,/api/v2/well_known_file_download/149206289
252491511139_1_2,121063498,600,5,12809,layer I of caudal entorhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/149123988
252491511136_2_2,121063942,600,5,12948,SG in primary visual cortex,,H376.IV.02,/api/v2/well_known_file_download/149123947
252491511156_1_3,121063507,600,5,12810,layer II of caudal entorhinal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124219
252491511149_2_4,121063707,600,5,12865,outer CP in posterosuperior (dorsal) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124131
252491511149_2_3,121063705,600,5,12865,outer CP in posterosuperior (dorsal) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124129
252491511312_2_2,147807165,600,5,127426801,caudal subdivision of paraventricular nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825711
252491511196_2_2,147805378,600,5,127401332,IZ in superolateral temporal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817375
252491511475_1_4,147806894,600,5,127374035,inner SZ in frontal polar cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825967
252491511314_1_4,147807510,600,5,127434367,IZ in posterior parahippocampal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825739
252491511268_1_3,147803012,600,5,13389,outer SZ in orbital frontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815650
252491511321_1_1,147806910,600,5,127374096,SP in dorsolateral prefrontal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825839
252491511283_2_2,147806728,600,5,127434204,caudal ganglionic eminence,,H376.IIIB.02,/api/v2/well_known_file_download/147820411
252491511201_2_2,114245752,600,5,12010,head of caudate,,H376.IV.02,/api/v2/well_known_file_download/121059953
252491510931_2_1,147805252,600,5,127407521,outer SZ in dorsomedial parietal cortex (area 7m),,H376.IIIA.02,/api/v2/well_known_file_download/147817181
252491510933_2_4,147805246,600,5,127407521,outer SZ in dorsomedial parietal cortex (area 7m),,H376.IIIA.02,/api/v2/well_known_file_download/147817219
252491511149_1_1,121063681,600,5,12859,outer CP in posteroinferior (ventral) parietal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124115
252491511087_1_3,127366645,600,5,113221533,IZ in midlateral extrastriate cortex (area 19),,H376.IV.03,/api/v2/well_known_file_download/149206106
252491511079_1_1,127365996,600,5,113220503,nucleus of diagonal band,,H376.IV.03,/api/v2/well_known_file_download/149206062
252491511056_1_1,121080517,600,5,113220503,nucleus of diagonal band,,H376.IV.03,/api/v2/well_known_file_download/149195928
252491511274_2_3,147806209,600,5,127426727,SP in rostral perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820326
252491511154_1_1,121081344,600,5,113220703,Intercalated nucleus of amygdala,,H376.IV.03,/api/v2/well_known_file_download/149196049
252491511325_1_1,147806674,600,5,127433874,dorsal lateral geniculate nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147820439
252491511193_2_4,147805120,600,5,127407377,outer SZ in medial temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817331
252491511130_1_4,121063615,600,5,12838,layer V of area 35c,,H376.IV.02,/api/v2/well_known_file_download/149123875
252491511195_2_3,147804999,600,5,127408934,IZ in primary visual cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817361
252491511191_1_1,114245267,600,5,11980,SP in frontal polar cortex,,H376.IV.02,/api/v2/well_known_file_download/121059919
252491510955_2_4,146036865,600,5,113248011,VZ in postamygdaloid region,,H376.IV.03,/api/v2/well_known_file_download/146039587
252491510956_1_2,146036733,600,5,12970,inner SZ in frontal polar cortex,,H376.IV.03,/api/v2/well_known_file_download/146039591
252491511202_2_1,147804993,600,5,127408928,inner CP in dorsomedial extrastriate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817421
252491511090_1_4,127366176,600,5,113221035,ventral posterior lateral nucleus,,H376.IV.03,/api/v2/well_known_file_download/149206229
252491511213_2_3,147803778,600,5,127407492,outer CP in caudal cingulate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815064
252491511315_2_4,147807782,600,5,127434584,paravermis of cerebellum,,H376.IIIB.02,/api/v2/well_known_file_download/147825757
252491510954_2_4,146036889,600,5,113221049,MZ in superolateral temporal cortex,,H376.IV.03,/api/v2/well_known_file_download/146039571
252491511450_1_3,156438210,600,5,127434588,prepositus hypoglossal nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/156887125
252491511476_2_1,147807798,600,5,127434588,prepositus hypoglossal nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825985
252491511100_2_3,127365598,600,5,12887,stratum pyramidale of caudal CA3,,H376.IV.02,/api/v2/well_known_file_download/149203520
252491511147_2_1,121063745,600,5,12887,stratum pyramidale of caudal CA3,,H376.IV.02,/api/v2/well_known_file_download/149124091
252491511055_1_2,121080444,600,5,113220499,SP in dysgranular insular cortex,,H376.IV.03,/api/v2/well_known_file_download/149195916
252491511138_2_2,121063556,600,5,12824,MZ in superolateral temporal cortex,,H376.IV.02,/api/v2/well_known_file_download/149123980
252491511260_2_3,147803616,600,5,127407379,inner SZ in medial temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815530
252491511260_1_4,147803572,600,5,127407348,MZ in lateral temporal-occipital cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815523
252491511097_2_2,127366342,600,5,113221119,inner SZ in primary somatosensory cortex,,H376.IV.03,/api/v2/well_known_file_download/149206307
252491511321_2_4,147807106,600,5,127426719,MZ in rostral perirhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825853
252491511473_2_1,147807706,600,5,127434505,medial parabrachial nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147825937
252491511322_1_4,147807979,600,5,127434704,SP in primary visual cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825861
252491510927_1_3,147804981,600,5,127408922,outer CP in primary visual cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817129
252491511255_1_3,147803331,600,5,113221908,layer II of piriform cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815440
252491511263_2_2,147803834,600,5,127408518,tail of caudate,,H376.IIIA.02,/api/v2/well_known_file_download/147815576
252491511330_2_3,147806970,600,5,127409099,rostral putamen,,H376.IIIB.02,/api/v2/well_known_file_download/147825909
252491511155_1_4,121063678,600,5,12858,SP in inferolateral temporal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124205
252491511165_2_1,114245596,600,5,12066,inner CP in primary somatosensory cortex,,H376.IV.02,/api/v2/well_known_file_download/121059813
252491511252_2_4,147806435,600,5,127426940,lateral intermediate part of entorhinal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820175
252491511264_2_2,147803532,600,5,127404186,reticulotegmental nucleus,,H376.IIIA.02,/api/v2/well_known_file_download/147815592
252491511097_1_3,127366294,600,5,113221090,SP in superolateral temporal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206283
252491511158_1_4,114245788,600,5,12099,MZ in midinferior temporal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059865
252491511155_2_1,121063689,600,5,12861,outer CP in inferolateral temporal cortex,,H376.IV.02,/api/v2/well_known_file_download/149124207
252491511151_2_1,121063639,600,5,12847,superior colliculus,,H376.IV.02,/api/v2/well_known_file_download/149124157
252491511080_2_2,127366508,600,5,113221457,MZ in inferolateral temporal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206096
252491511270_1_4,147805738,600,5,127374029,SP in frontal polar cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820254
252491511195_1_1,147805318,600,5,127401250,pyramidal cells of caudal CA4,,H376.IIIA.02,/api/v2/well_known_file_download/147817349
252491511454_1_1,156437987,600,5,127407494,inner CP in caudal cingulate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/156886636
252491511261_2_3,147803786,600,5,127407494,inner CP in caudal cingulate cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815546
252491511056_1_4,127365550,600,5,12080,lateral posterior nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/149203492
252491511167_2_2,114245638,600,5,12080,lateral posterior nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/121059791
252491511264_1_3,147803409,600,5,127400688,multiform (lateral) division of MD,,H376.IIIA.02,/api/v2/well_known_file_download/147815586
252491511147_1_2,121063736,600,5,12877,stratum pyramidale of caudal CA1,,H376.IV.02,/api/v2/well_known_file_download/149124085
252491511087_1_4,127366695,600,5,113221572,SP in posterosuperior (dorsal) parietal cortex,,H376.IV.03,/api/v2/well_known_file_download/149206108
252491511312_1_4,147807973,600,5,127434702,inner CP in ventromedial extrastriate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825707
252491511250_1_4,147806074,600,5,127426571,IZ in primary somatosensory cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820059
252491511290_2_3,147807060,600,5,127426426,inner CP in granular insular cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825585
252491511211_2_2,147803183,600,5,113221719,inner CP in posteror frontal cortex (motor cortex),,H376.IIIA.02,/api/v2/well_known_file_download/147815030
252491511214_2_1,147802996,600,5,13386,inner CP in orbital frontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815076
252491510908_2_4,147802992,600,5,13386,inner CP in orbital frontal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815011
252491511188_1_2,114245370,600,5,12018,outer CP in orbital frontal cortex,,H376.IV.02,/api/v2/well_known_file_download/121059645
252491510934_2_2,147804745,600,5,113221859,"periventricular nucleus, preoptic portion",,H376.IIIA.02,/api/v2/well_known_file_download/147817231
252491511090_2_2,127366188,600,5,113221039,centromedian nucleus of thalamus,,H376.IV.03,/api/v2/well_known_file_download/149206238
252491511175_1_1,127366044,600,5,113248003,ventral anterior nucleus of thalamus,,H376.IV.03,/api/v2/well_known_file_download/149206541
252491511281_1_4,147805842,600,5,127409087,outer CP in subgenual (subcallosal) cingulate cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820375
252491511252_1_2,147805968,600,5,127409236,VZ in rostral cingulate neocortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820136
252491510952_2_4,147803401,600,5,127400686,magnocellular (medial) division of MD,,H376.IIIA.02,/api/v2/well_known_file_download/147815017
252491510934_2_3,147805228,600,5,127407511,SP in dorsomedial parietal cortex (area 7m),,H376.IIIA.02,/api/v2/well_known_file_download/147817233
252491511266_1_3,147804191,600,5,113222020,midline nuclear complex,,H376.IIIA.02,/api/v2/well_known_file_download/147815618
252491510816_2_1,147807542,600,5,127434375,inner SZ in posterior parahippocampal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147825517
252491511174_1_2,121079886,600,5,113219351,IZ in rostral cingulate cortex,,H376.IV.03,/api/v2/well_known_file_download/149196059
252491511165_2_4,114245496,600,5,12140,outer SZ in primary somatosensory cortex,,H376.IV.02,/api/v2/well_known_file_download/121059807
252491511273_1_1,147806778,600,5,127434234,oculomotor nucleus,,H376.IIIB.02,/api/v2/well_known_file_download/147820298
252491511282_2_4,147806552,600,5,127427019,inner CP in superolateral temporal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147820399
252491510959_1_2,146036998,600,5,12119,anteroventral nucleus of thalamus,,H376.IV.02,/api/v2/well_known_file_download/146038910
252491511265_1_1,147804058,600,5,127402590,inner CP in posterior parahippocampal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147815598
252491511172_1_1,114245499,600,5,12092,inner SZ in primary somatosensory cortex,,H376.IV.02,/api/v2/well_known_file_download/121059721
252491511264_1_1,147802918,600,5,13351,lateral subdivision of area 9,,H376.IIIA.02,/api/v2/well_known_file_download/147815582
252491511187_2_2,114245355,600,5,12013,lateral portion of the shell,,H376.IV.02,/api/v2/well_known_file_download/121059637
252491511181_2_1,114245721,600,5,12117,VZ in posteror frontal cortex (motor cortex),,H376.IV.02,/api/v2/well_known_file_download/121059699
252491511201_2_3,114245754,600,5,12011,rostral putamen,,H376.IV.02,/api/v2/well_known_file_download/121059955
252491511161_1_4,121063821,600,5,12903,outer CP in dorsomedial parietal cortex (area 7m),,H376.IV.02,/api/v2/well_known_file_download/149124253
252491511197_1_1,147804909,600,5,127400640,inner CP in caudal perirhinal cortex,,H376.IIIA.02,/api/v2/well_known_file_download/147817381
252491511186_1_2,114245706,600,5,12112,outer SZ in frontal polar cortex,,H376.IV.02,/api/v2/well_known_file_download/121059615
252491511266_1_4,147803649,600,5,127407433,"inferior olive, medial nucleus",,H376.IIIA.02,/api/v2/well_known_file_download/147815620
252491511229_2_2,147805782,600,5,127409127,SP in orbital frontal cortex,,H376.IIIB.02,/api/v2/well_known_file_download/147819930
252491511228_2_1,147805974,600,5,127409240,bed nucleus of stria terminalis,,H376.IIIB.02,/api/v2/well_known_file_download/147819898
252491511159_2_3,114245804,600,5,12111,inner CP in posteror frontal cortex (motor cortex),,H376.IV.02,/api/v2/well_known_file_download/121059845
252491511200_2_4,114245776,600,5,12111,inner CP in posteror frontal cortex (motor cortex),,H376.IV.02,/api/v2/well_known_file_download/121059949
252491511192_2_2,147804821,600,5,113221792,MGE-Lateral region,,H376.IIIA.02,/api/v2/well_known_file_download/147817311
252491511169_2_3,114245584,600,5,12060,IZ in frontal polar cortex,,H376.IV.02,/api/v2/well_known_file_download/121059755
